seller-sku,asin1,item-name,item-description,listing-id,price,quantity,open-date,product-id-type,item-note,item-condition,will-ship-internationally,expedited-shipping,product-id,pending-quantity,fulfillment-channel,Business Price,Quantity Price Type,Quantity Lower Bound 1,Quantity Price 1,Quantity Lower Bound 2,Quantity Price 2,Quantity Lower Bound 3,Quantity Price 3,Quantity Lower Bound 4,Quantity Price 4,Quantity Lower Bound 5,Quantity Price 5,optional-payment-type-exclusion,scheduled-delivery-sku-set,merchant-shipping-group,standard-price-point,ProductTaxCode
BD-EKOY-VJJ7,B01D5M6Q7K,"Anti-Duhring Marxist Library Vol 18 [Hardcover] [Jan 01, 1939] Engels, Frederick",,0316UZBYSI1,100,1,2018-03-16 15:20:59 PDT,1,"International Publishers, 1939. Binding tight. Pages clean besides a few small markings in pencil in the margins, calling attention to certain sections. Red cloth boards with gold lettering on the spine in very good condition.",7,,,B01D5M6Q7K,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BD-HO9R-3CVT,B0043KIMBW,"Political Thought in England 1848 to 1914 [Hardcover] [Jan 01, 1959] Barker, E",,1113SVLC0DP,18,1,2017-11-13 10:32:52 PST,1,"Oxford University Press, 1959. Second Edition, Fourteenth Impression. No dust jacket, otherwise in very good condition. No notes, underlining, or highlighting on the pages. Some foxing on page edges.",3,,,B0043KIMBW,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BE-YPAD-X8L5,671221965,"The Twilight of Capitalism [May 26, 1976] Michael Harrington",,0908S4CE147,9.99,1,2017-09-08 16:31:06 PDT,1,,2,,,671221965,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BF-D9LS-ZVT6,1899100113,"Cloud Eight [Paperback] [Jan 01, 1999] Robinson, Kit and Bernheimer, Alan",,0827SM8221J,2.44,1,2017-08-27 16:07:03 PDT,1,,2,,,1899100113,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BF-EO4S-EMGG,B001UC3NCO,"LELIA: The Life of George Sand [Paperback] [Jan 01, 1980] Maurois, Andre (Translated From the French by Gerard Hopkins )",,0827SM8235J,5,1,2017-08-27 16:07:04 PDT,1,,4,,,B001UC3NCO,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BF-GXBM-NX7F,674344669,"The Generation of 1914 [Jan 01, 1979] Wohl, Robert",,1116S7S8ONV,9.95,1,2017-11-16 15:27:17 PST,1,"Very good condition. Cover in very good condition with mild wear on the spine. Binding tight. No notes, underlining, or highlighting on the pages.",2,,,674344669,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BG-5XY6-FB6A,B0007F7A1A,"Mythology (The Universal library) [Jan 01, 1978] Hamilton, Edith",,0827SM824G7,7.77,1,2017-08-27 16:07:05 PDT,1,,2,,,B0007F7A1A,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BG-7Q8F-WAQH,671617508,"Dear America: Letters Home From Vietnam [Feb 15, 1986] Bernard Edelman and William Broyles Jr.",,1012SELCNW7,3,1,2017-10-12 14:43:24 PDT,1,"Very good condition. Minimal shelf wear. Binding tight. No notes underlining, or highlighting on pages.",2,,,671617508,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BG-RCXC-F8NM,B000MHM73Y,"Boswell's Life of Johnson [Hardcover] [Jan 01, 1895] James Boswell and John Wilson Croker",,0410UZMUMPV,34.99,1,2018-04-10 10:04:35 PDT,1,"A.L. Burt Company Publishers, undated. Volume I Only. Cover in good condition with wear on the edges of the spine. Illustrated. Binding tight, pages clean and unmarked.",3,,,B000MHM73Y,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BHC-4LP-FEE,B0007EA6WG,"Hitler,: A study in tyranny [Jan 01, 1958] Bullock, Alan",,1117SADCGX7,25,1,2017-11-17 15:46:35 PST,1,"Very good condition. No dust jacket, as published. Cover in excellent condition with minor shelf wear on interior front cover. Binding tight. No notes, underlining, or highlighting on the pages.",2,,,B0007EA6WG,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BJ-GOPL-681Q,340552069,"THE SECRET PILGRIM. [Paperback] [Jan 01, 1990] LeCarre, John",,1205SBWLNH1,3,1,2017-12-04 17:17:05 PST,1,"Pages warped and wavy from a water spill, but otherwise in very good condition. Cover in excellent condition. Binding tight. No notes, underlining, or highlighting on the pages.",4,,,340552069,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BJ-H4LC-VXNX,B010WHYB82,"Two ""Terrorists"" Meet 1st edition by Psinakis, Steve (1981) Paperback [Paperback] [Jan 01, 1705]",,0827SM825P7,15.25,1,2017-08-27 16:07:06 PDT,1,,3,,,B010WHYB82,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BJ-LOFT-TVZ5,520016033,"Berlin Police Force in the Weimar Republic [Aug 01, 1970] Liang, Hsi-Huey",,0321UDSHODV,64.63,1,2018-03-20 17:12:21 PDT,1,"University of California Press, 1970. Binding tight, pages clean and unmarked. Slight tearing on back of dust jacket repaired and reinforced with clear tape on the inside. Price clipped.",3,,,520016033,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BK-8XNB-ZE3B,B0007ERNY0,"The death of Hitler's Germany [Jan 01, 1958] Blond, Georges",,0403UGGQQLP,3.5,1,2018-04-03 10:04:10 PDT,1,"Pyramid Books, 1958. Cover in good condition with mild shelf wear at the spine and edges. Binding tight, pages clean and unmarked.",2,,,B0007ERNY0,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BK-ZRTN-IGWQ,188886902X,"The Medium Is the Massage: An Inventory of Effects [Paperback] [Dec 01, 1996] McLuhan, Marshall; Fiore, Quentin and Agel, Jerome",,0907S03NLEV,9.94,1,2017-09-07 16:36:50 PDT,1,,2,,,188886902X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BM-501W-3J87,330272942,"In my father's house (Picador) [Jan 01, 1992] Carey, Gabrielle",,0409UWEVWF1,3,1,2018-04-09 13:00:07 PDT,1,"Picador, 1992. Cover in good condition with some creasing and stickers. Pages clean and unmarked, binding tight.",3,,,330272942,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BO-OS67-CUT1,345251962,"Exiles [Aug 12, 1976] Arlen, Michael J.",,0827SM7ZEZV,6.49,1,2017-08-27 16:05:09 PDT,1,,3,,,345251962,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BO-XKOM-AC4M,1560250461,"Deadly Secrets: The CIA-MAFIA War Against Castro and the Assassination of JFK [Jan 19, 1993] Hinckle & Turner",,0828SQ80AT1,5,1,2017-08-28 14:46:57 PDT,1,,2,,,1560250461,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BP-19QR-I0ZS,B00407CCAA,"Questions Of War And Peace [Hardcover] [Jan 01, 1916] L.T. Hobhouse",,0426U92853V,100,1,2018-04-26 13:24:04 PDT,1,"T. Fisher Unwin, 1916. Some wear on cover, in green cloth boards, and loosening of the spine with age. Foxing on pages and some discoloration on the spine. Interior pages clean and unmarked.",7,,,B00407CCAA,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BQI-AYN-OTM,B000S1JOVW,"The Life of Samuel Johnson [Hardcover] [Jan 01, 1950] Johnson, Samuel) Boswell, James",,0410UZNZ1GP,4,1,2018-04-10 10:24:01 PDT,1,"The Modern Library. Complete and unabridged in one volume, with notes. No dust jacket. Cover in acceptable condition with spine damage repaired with clear tape. Binding tight, pages clean and unmarked.",6,,,B000S1JOVW,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BT-TK6L-4FDJ,671216767,"Aftermath [Oct 25, 1974] Ladislas farago",,0403UGM9IAP,6,1,2018-04-03 10:50:52 PDT,1,"Simon and Schuster, 1974. First Edition. Dust jacket in excellent condition. Some foxing on page edges from age. Binding tight, pages clean and unmarked.",2,,,671216767,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BU-1QR8-W4AY,B0072405I4,"The Hours [Paperback] [Jan 01, 1998] Cunningham, Michael",,0827SM828IV,3,1,2017-08-27 16:07:07 PDT,1,,4,,,B0072405I4,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BV-N0QG-EIJ0,394462009,"The Drifters [Hardcover] [Apr 12, 1971] James A. Michener",,0827SM81J8V,3,1,2017-08-27 16:06:45 PDT,1,Dust cover missing. Pages clean and unmarked. Slight discoloration on front cover.,4,,,394462009,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BX-5LMV-O7AJ,B000LRLHJA,"Social Theory and Social Structure Revised and Enlarged Edition [Hardcover] [Jan 01, 1964] Robert K. Merton",,0908S4CBNF7,83.95,1,2017-09-08 16:28:35 PDT,1,,2,,,B000LRLHJA,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BX-Z9M4-VHR3,143036661,"March [Paperback] [Jan 31, 2006] Brooks, Geraldine",,1205SBSB5MD,3,1,2017-12-04 16:35:51 PST,1,"Very good condition. Cover in excellent condition with mild shelf wear on edges. Binding tight. No notes, underlining, or highlighting on the pages.",2,,,143036661,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BY-NPW4-SNZT,1594510679,"Alternatives: The United States Confronts the World (Fernand Braudel Center Series) [Paperback] [Aug 22, 2004] Wallerstein, Immanuel",,0907S04J6EJ,3.03,1,2017-09-07 16:52:44 PDT,1,,2,,,1594510679,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BY-PHC3-8VR1,B000YF4ZG6,"The Unanswered Questions About President Kennedy's Assassination [Paperback] [Jan 01, 1965] Fox, Sylvan",,0827SM82A8J,3,1,2017-08-27 16:07:09 PDT,1,,2,,,B000YF4ZG6,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BZ-SN0N-4X02,440155797,"Mengele [May 01, 1987] Posner, Gerald",,1117S7XW5KJ,7.98,1,2017-11-16 17:11:13 PST,1,"Creases on spine, otherwise in very good condition. Cover in very good condition. Binding tight. No notes, underlining, or highlighting on the pages.",3,,,440155797,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
BZ-WKAM-QLIR,1612382924,"Moon California Camping: The Complete Guide to More Than 1,400 Tent and RV Campgrounds (Moon Outdoors) [Apr 23, 2013] Stienstra, Tom",,0827SM82DDV,2.98,1,2017-08-27 16:07:10 PDT,1,,3,,,1612382924,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
C0-FIFW-QBQ8,60792450,"Unfit Commander: Texans for Truth Take on George W. Bush [Oct 01, 2004] Smith, Glenn W.",,1011SB1NPI1,4,1,2017-10-11 16:46:48 PDT,1,"Very good condition. Minimal shelf wear. Dust jacket in very good condition. Binding tight. No notes underlining, or highlighting on pages.",2,,,60792450,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
C0G-TGM-U6U,B00005VNU8,"The Complete Essays and Other Writings of Ralph Waldo Emerson [Hardcover] [Jan 01, 1950] Emerson, Ralph Waldo",,1114SWZE5VP,23.19,1,2017-11-13 17:49:52 PST,1,"The Modern Library, 1950. No dust jacket. Small black ink stain on front cover. Spine is loose, but pages are tightly bound. No notes, underlining, or highlighting on the pages, which are in very good condition.",8,,,B00005VNU8,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
C1M-1PM-YG7,B0091H7HRW,"Radicalism in America. [Hardcover] [Jan 01, 1967] Lens, Sidney",,1121SFXXAPP,17,1,2017-11-20 17:39:10 PST,1,"Ex libris copy in good condition with ex libris markings on flyleaf, title page, and page edges. Binding tight. Dust jacket in excellent condition protected by plastic wrap. No notes, underlining, or highlighting on the pages.",3,,,B0091H7HRW,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
C2G-DR3-MLB,B003C7MYTS,"Oswald In New Orleans: Case For Conspiracy with The CIA [Mass Market Paperback] [Jan 01, 1967] Weisberg, Harold",,0827SM7ZFO1,11.4,1,2017-08-27 16:05:11 PDT,1,,2,,,B003C7MYTS,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
C3-3G01-WNK0,081334008X,"Intelligence, Race, And Genetics: Conversations With Arthur R. Jensen [Nov 01, 2002] Miele, Frank",,0912SIFQNPP,17.96,1,2017-09-12 14:17:06 PDT,1,"Advance Uncorrected Proof, printed and distributed before publication. Trade Paperback. Very good condition.",6,,,081334008X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
C4-H2QL-HXNN,B001240X9G,"The New German Empire [Hardcover] [Jan 01, 1939] Borkenau, F.",,0321UDTRIM7,9,1,2018-03-20 17:29:33 PDT,1,"Viking Press, 1939. Dust jacket absent. Cover in very good condition. Binding tight, pages clean and unmarked. Inscription from previous owner on title page.",4,,,B001240X9G,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
C4Y-L6U-H69,374146667,"Eichmann Interrogated: Transcripts from the Archives of the Israeli Police (English and German Edition) [May 01, 1983] Jochen Von Lang; Ralph Manheim; Avner W. Less and Claus Sibyll",,0906SU6CN6V,7,1,2017-09-06 12:36:00 PDT,1,,6,,,374146667,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
C7-3MD3-O6N6,1879682109,"It's a Conspiracy!: The National Insecurity Council [Jul 01, 1992] American Paranoiac Institute and National Insecurity Council",,0914SU7B32J,3,1,2017-09-14 12:12:21 PDT,1,,2,,,1879682109,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
C7-SH1O-7I0T,787943118,"Democracy's Edge: Choosing to Save Our Country by Bringing Democracy to Life [Hardcover] [Nov 07, 2005] Lappe, Frances Moore",,0914SUIVD37,5,1,2017-09-14 16:37:16 PDT,1,,2,,,787943118,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
C8-OK82-201U,B00533ZKE0,"The Poems of Doctor Zhivago. Translated from the Russian by Eugene M. Kayden. with Drawings by Bill Greer [Hardcover] [Jan 01, 1967] Pasternak, Boris Leonidovich (1890-1960)",,0827SM81KAD,3,1,2017-08-27 16:06:48 PDT,1,,4,,,B00533ZKE0,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CA-QX0X-OZFQ,B001B2I2VK,"Blue Devil, No. 18; Nov. 1985 [Comic] [Jan 01, 1985] Dan Mishkin and Alan Kupperberg",,0827SM7TIZD,3.99,1,2017-08-27 16:03:05 PDT,1,,3,,,B001B2I2VK,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CC-B4Y0-JEQ8,884048500,"What is Scientology? A Guidebook to the World's Fastest Growing Religion [Sep 01, 1993] L. Ron Hubbard",,0906SU51CJV,6,1,2017-09-06 12:32:36 PDT,1,,2,,,884048500,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CD-UTDX-40WY,393067017,"The Three Trillion Dollar War: The True Cost of the Iraq Conflict [Feb 17, 2008] Bilmes, Linda J. and Stiglitz, Joseph E.",,0906SUT7I3V,4,1,2017-09-06 16:15:09 PDT,1,,2,,,393067017,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CDA-W5B-Z85,B00KQBHZ2Y,"Mexico: the National Museum of Anthropology, Art, Architecture, Archaeology, Ethnography [Hardcover] [Jan 01, 1968] VAZQUEZ, Pedro Ramirez et al.",,0908S32QJQ1,60,1,2017-09-08 09:22:45 PDT,1,"Helvetica Press, 1968. Printed in Switzerland, bound in the Netherlands. Production supervised by Edita S.A., Lausanne. Edition not originally sold outside of Mexico, Central and South America for copyright reasons..",7,,,B00KQBHZ2Y,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CE-0MT9-HUNR,B0013FOYOE,"The Age of Revolution 1789-1948 [Hardcover] [Jan 01, 1962] Hobsbawn, E.J.",,0316UZB12EJ,250,1,2018-03-16 14:54:25 PDT,1,"Weidenfeld and Nicolson, 1962. Dust jacket in good condition with wear on the edges. Price clipped. Ex libris markings on flyleaf and copyright page. Pages clean and unmarked. Binding tight.",6,,,B0013FOYOE,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CF-SHI6-FUL3,B002Z6QA4M,"The World Is Full of It [Mass Market Paperback] [Jan 01, 1975] Barmash, Isadore",,0827SM7ZG5J,7.99,1,2017-08-27 16:05:12 PDT,1,,2,,,B002Z6QA4M,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CF-VD72-1NVG,938829203,"The strange adventures of Myra North, special nurse [Jan 01, 1987] Coll, Charles",,0827SM82HO1,10.95,1,2017-08-27 16:07:14 PDT,1,,3,,,938829203,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CG-EZW1-PQZG,1565842766,"White House E-Mail: The Top-Secret Messages the Reagan/Bush White House Tried to Destroy/Book and Disk (Caribbean and Latin American Studies) [Paperback] [Nov 01, 1995] Blanton, Thomas S.",,1113SVKVLGD,9.7,1,2017-11-13 10:29:50 PST,1,"Very good condition. Cover in very good condition. No notes, underlining, or highlighting on the pages. Includes floppy disk! Inscription to previous owner in pen on title page.",6,,,1565842766,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CG-OEIC-LAMJ,089141357X,"Soldier Spies: Israeli Military Intelligence [Aug 01, 1992] Katz, Samuel M.",,0911SCCQXC7,4.95,1,2017-09-11 08:54:06 PDT,1,,3,,,089141357X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CHH-BO8-D65,B00AK8BFOC,"The World Of Rembrandt, 1606-1669 (Time-Life Library Of Art) [Hardcover] [Jan 01, 1968] Wallace, Robert and the Editors of Time Life Books",,0827SM81L4D,7,1,2017-08-27 16:06:49 PDT,1,,3,,,B00AK8BFOC,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CI-9PL1-GM9B,B001K50EZU,"A Choice Not an Echo [Paperback] [Jan 01, 1964] schlafly, phyllis",,0827SM82IW7,9.98,1,2017-08-27 16:07:15 PDT,1,,3,,,B001K50EZU,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CI-IZF7-CORL,385351399,"The Circle [Hardcover] [Oct 08, 2013] Eggers, Dave",,0827SM81PAD,3,1,2017-08-27 16:06:50 PDT,1,,4,,,385351399,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CI-PDB1-7RDW,393040410,"Spite House: The Last Secret of the War in Vietnam [Mar 01, 1997] Jensen-Stevenson, Monika",,0828SQ7ZYF7,5,1,2017-08-28 14:46:19 PDT,1,,2,,,393040410,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CI8-MUG-RJ3,B000XSF540,"TYPOGRAPHICA 11 (NEW SERIES) - JUNE 1965 [Paperback] [Jan 01, 1965] (TYPOGRAPHICA). Spencer, Herbert, Editor",,0827SM7SYZD,197,1,2017-08-27 16:02:53 PDT,1,,3,,,B000XSF540,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CK-N3JL-C52B,B000H2EJ6W,"Earth: Our Crowded Spaceship [Paperback] [Jan 01, 1974] Asimov, Isaac",,0827SM82KDJ,3,1,2017-08-27 16:07:16 PDT,1,,3,,,B000H2EJ6W,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CK-XKRE-P16U,006131983X,"Obedience to Authority [Aug 08, 1983] Milgram, Stanley",,0828SQ8050P,3,1,2017-08-28 14:46:33 PDT,1,,2,,,006131983X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CM-BQZE-RLKZ,679412956,"Lasher (Lives of the Mayfair Witches) [Hardcover] [Sep 12, 1993] Rice, Anne",,0827SM81Z3P,3,1,2017-08-27 16:06:54 PDT,1,,1,,,679412956,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CO-3O0Q-ZNI6,807054577,"The Corporate Ideal in the Liberal State, 1900-1918 [Jun 01, 1971] Weinstein, James",,1116S74F5JV,9.9,1,2017-11-16 11:31:11 PST,1,"Beacon Press, 1969. Good condition. Cover in very good condition, with slight shelf wear and fading. Minimal notes and underlining on some of the pages in pen. Binding tight.",3,,,807054577,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CP-EOU6-I8LA,688051472,"Philosophy of the Urban Guerrilla: The Revolutionary Writings of Abraham Guill�n [Jan 01, 1973] Guillen, Abraham",,1012SELAG21,80,1,2017-10-12 14:40:15 PDT,1,"William Morrow & Company, 1973. Very good condition. Minimal shelf wear. Binding tight. No notes underlining, or highlighting on pages.",2,,,688051472,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CQ-5TN7-3WEU,B071Z3FSC8,"The Meditations [Paperback] [Jan 01, 1963] Aurelius, Marcus",,0827SM82LK1,4.95,1,2017-08-27 16:07:17 PDT,1,,3,,,B071Z3FSC8,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CR-S60L-T781,394481933,"Before civilization: The radiocarbon revolution and prehistoric Europe [Jan 01, 1974] Renfrew, Colin",,0828SQ80FAP,5,1,2017-08-28 14:47:14 PDT,1,,2,,,394481933,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CT-ROAF-VM9I,533065992,"Testimony [Hardcover] [Jun 01, 1986] Dardan, Adriana",,0906SU9BVL1,22,1,2017-09-06 12:48:05 PDT,1,"Stated First Edition. Major tearing on top and bottom of dust cover. Otherwise in very good condition. Pages clean and unmarked, binding tight.",8,,,533065992,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CT-RRKB-GZ78,044502013X,"Last Train From Berlin (Vintage Pop Library, M2013) [Mass Market Paperback] [Jan 01, 1962] Howard K. Smith",,1117S7YB55J,10.5,1,2017-11-16 17:16:54 PST,1,"Spine beginning to loosen, and mild wear and corner bumping on cover, otherwise in very good condition. No notes, underlining, or highlighting on the pages.",3,,,044502013X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CU-71RT-JEJT,394528573,"MAIA [Dec 12, 1984] Adams, Richard",,1205SBTT0O7,17,1,2017-12-04 16:54:50 PST,1,"Knopf, 1985. First American Edition. Very good condition. Dust jacket in excellent condition. Binding tight. No notes, underlining, or highlighting on the pages.",2,,,394528573,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CU-HDH7-8O7Y,B000SHHT86,"Structuralists From Marx To Levi Strauss [Paperback] [Jan 01, 1974] Degeorge, Richard",,1114SWYYZCP,25,1,2017-11-13 17:36:44 PST,1,"Anchor Books, 1972. Good condition. Has some wear on the cover and small marks of discoloration on certain pages. Minimal underlining and notes. Binding tight.",3,,,B000SHHT86,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CU-S80O-A7TE,B000K1WT26,"The Portable Swift [Paperback] [Jan 01, 1964] Swift, Jonathan; Van Doren, Carl",,0827SM82MLJ,3.49,1,2017-08-27 16:07:18 PDT,1,,3,,,B000K1WT26,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CUC-T60-Y3D,1574885537,"Through Our Enemies' Eyes: Osama bin Laden, Radical Islam, and the Future of America [Paperback] [Feb 01, 2003] Scheuer, Michael",,0829STVYD7P,8.95,1,2017-08-29 11:26:11 PDT,1,"Uncorrected advance proof. Author listed as ""Anonymous."" Pages clean and unmarked.",6,,,1574885537,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CV-MNNQ-L6ZZ,B0007DN41W,"Ordeal by slander [Jan 01, 1950] Lattimore, Owen",,0914SU5KUDJ,3,1,2017-09-14 11:28:25 PDT,1,,3,,,B0007DN41W,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CVI-1RT-FS4,B000VFHUHU,"The Causes of World War Three [Mass Market Paperback] [Jan 01, 1960] C. Wright Mills",,0827SM7ZGUJ,11.05,1,2017-08-27 16:05:12 PDT,1,,3,,,B000VFHUHU,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CW-OPXU-P6VP,B00631X73W,"Grendel (1986 series) #14 [Comic] [Jan 01, 1986] Comico",,0827SM7TKBP,3,1,2017-08-27 16:03:06 PDT,1,,3,,,B00631X73W,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CX-V1MM-D5R0,29236509,"Media Power Politics [Mar 01, 1981] Paletz",,0906SUR48C7,13,1,2017-09-06 15:47:08 PDT,1,,3,,,29236509,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CX-Z41H-EGEV,805204180,"The Penal Colony [Jan 01, 1976] Franz Kafka; Willa Muir and Edwin Muir",,0827SM82PED,3,1,2017-08-27 16:07:19 PDT,1,,4,,,805204180,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CY-LKDG-N4O7,8123749554,India'S Foreign Policy [Paperback],,0827SM82QKV,18,1,2017-08-27 16:07:21 PDT,1,,4,,,8123749554,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
CZG-PM3-MEB,9999860036,"The Amazons: A Marxian Study [Jun 01, 1926] Kanter, Emanual",,0828SQ7YIOP,14.99,1,2017-08-28 14:45:14 PDT,1,,6,,,9999860036,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
D0-FGZB-4IBC,312036345,"The Tyranny of Change: America in the Progressive Era, 1890-1920 (The St. Martin's Series in 20Th-Century U.S. History) [Mar 01, 1992] Chambers, John Whiteclay, II",,1116S7QN5EV,3.95,1,2017-11-16 15:09:06 PST,1,"Very good condition. There is a crease on right edge of front cover, otherwise cover is in very good condition with no tearing or discoloration and minimal shelf wear. Binding tight. No notes, underlining, or highlighting on the pages.",2,,,312036345,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
D1-R7LI-WGMW,813307546,"Surrender Or Starve: The Wars Behind The Famine [Oct 19, 1988] Kaplan, Robert D",,1121SFXSNMP,4,1,2017-11-20 17:29:41 PST,1,"Significant wear and tearing to the dust jacket, reinforced with clear tape. Extensive notes, and underlining on the pages, though not obscuring the text. Binding tight. No foxing on the pages. Remainder mark on bottom page edges.",4,,,813307546,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
D4-6WL7-8JUM,684811332,"The Future in Plain Sight : Nine Clues to the Coming Instability [Aug 13, 1998] Linden, Eugene",,0908S0AZA3J,70,1,2017-09-07 17:46:35 PDT,1,"Signed and inscribed by the author, with note: For Chris + Judy, Just kidding about the coming instability. With my best wishes. Eugene Linden Dec. 3, 1998",6,,,684811332,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
D4-83Y4-RR87,399134409,"Clear and Present Danger [Aug 17, 1989] Clancy, Tom",,0912SJ22TBJ,5,1,2017-09-12 16:02:58 PDT,1,"First Edition, First Printing",6,,,399134409,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
D4-E2VS-HMJY,394717953,"America at 1750: A Social Portrait [Mass Market Paperback] [Jan 12, 1973] Hofstadter, Richard",,0403UGO0N11,3,1,2018-04-03 11:55:50 PDT,1,"Vintage Books Edition, 1973. Cover in good condition with some shelfwear and mild creasing at the corners. Pages underlined in many places. Binding tight.",3,,,394717953,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
D7-4VRP-PYF2,177166164X,"No Work Finished Here: Rewriting Andy Warhol [Paperback] [Sep 29, 2015] Worth, Liz",,0827SM82U9D,14.58,1,2017-08-27 16:07:23 PDT,1,Advance reading copy.,2,,,177166164X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
D7-JN0H-YQCR,30178118,"The People's Chronology: A Year-By-Year Record of Human Events from Prehistory to the Present [Jul 01, 1979] Trager, James",,0906STWJ36J,7,1,2017-09-06 11:07:22 PDT,1,,4,,,30178118,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
D8-XOIO-WMCF,671792814,"Streets of Laredo [Aug 01, 1993] Larry McMurtry",,0828SQ80B3V,3,1,2017-08-28 14:46:55 PDT,1,,2,,,671792814,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
